NOM                                         ,PRIX                                         ,LIEN
GIGABYTE AORUS RTX 3080 Xtreme WATERFORCE 10G LHR                                         ,929.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MTAiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgUlRYIDMwODAgWHRyZW1lIFdBVEVSRk9SQ0UgMTBHIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUNCTkhWMzEiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5Q0JOSFYzMT9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiZ0pJQ3gwNU1ORjFWOUZaVmh4RTg0ajlmZjA0S2YzWHRaNnpZNklxTTIlMkJRYjBlR3FMMkt3VEJkUkJCJTJGVnRzdmwlMkJ6QUduZGQlMkJNeU9CMHJObzElMkIlMkZBNkNoRlV2ZHhJWE5UOHpLTmFxJTJGbzllNnBpaWRnQ1B0ZmQyNG1rcVFWckNOcDBsSUozbGhSczFBUUclMkZNWVNKT3RTdyUzRCUzRCIsInByaWNlIjoiOTI5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjY2MCJ9
GIGABYTE AORUS RTX 3080 Xtreme WATERFORCE 10G LHR                                         ,929.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MTAiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgUlRYIDMwODAgWHRyZW1lIFdBVEVSRk9SQ0UgMTBHIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUNCTkhWMzEiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5Q0JOSFYzMT9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiZ0pJQ3gwNU1ORjFWOUZaVmh4RTg0ajlmZjA0S2YzWHRaNnpZNklxTTIlMkJRYjBlR3FMMkt3VEJkUkJCJTJGVnRzdmwlMkJ6QUduZGQlMkJNeU9CMHJObzElMkIlMkZBNkNoRlV2ZHhJWE5UOHpLTmFxJTJGbzllNnBpaWRnQ1B0ZmQyNG1rcVFWckNOcDBsSUozbGhSczFBUUclMkZNWVNKT3RTdyUzRCUzRCIsInByaWNlIjoiOTI5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjY2MCJ9
GIGABYTE RTX 3060 Ti Vision OC 8G (REV2.0) LHR                                         ,519.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MTEiLCJuYW1lIjoiR0lHQUJZVEUgUlRYIDMwNjAgVGkgVmlzaW9uIE9DIDhHIChSRVYyLjApIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOThQTDc5TFMiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5OFBMNzlMUz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiQlZ6N0EyNno2bk52Z3Q3clRmOXFnZ3k5UXZnWElVRnpTY3FIV1NPcVRZb2NrTHJWM2N5RlQlMkIwYkhVc2pwJTJCSkFuWmt2RkIwbmFuZVNUdEQyWTMlMkYlMkYlMkI2cWFRRm9OOEJYZ1REZDE2YWRFRUQ1NTlicmtUJTJCRDZKUEdsaXVnNGlibSUyRmhkckhiMTFmJTJGeVJnSFBhb0Z2TjBLQSUzRCUzRCIsInByaWNlIjoiNTE5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyNjczIn0=
ZOTAC Gaming GeForce RTX 3050 Twin Edge OC                                         ,291.84                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MTciLCJuYW1lIjoiWk9UQUMgR2FtaW5nIEdlRm9yY2UgUlRYIDMwNTAgVHdpbiBFZGdlIE9DIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5UjJOV0NWMSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDlSMk5XQ1YxP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJQNlFrV3glMkZkUk5mR0tIWWc4aGFjOSUyQjFPV0JOUlJuVjFHMmpkSnRQNVYxR0pEcGt1VGp0MTJVdXE0eE5zZEJPZjZaY2V4MEx2c0xXWURCWkNDQjc5OGxIQkpQN0twejJqZGdZYlRTZVJzVkhuMHJYSURkQXhGSDczNnpDZ2ZXZkczTm94RWJoSlFYZEY5ZkRMNWtEczNnJTNEJTNEIiwicHJpY2UiOiIyOTEuODQiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNTAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyNzE4In0=
ZOTAC Gaming GeForce RTX 3050 Twin Edge OC                                         ,291.84                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MTciLCJuYW1lIjoiWk9UQUMgR2FtaW5nIEdlRm9yY2UgUlRYIDMwNTAgVHdpbiBFZGdlIE9DIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5UjJOV0NWMSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDlSMk5XQ1YxP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJQNlFrV3glMkZkUk5mR0tIWWc4aGFjOSUyQjFPV0JOUlJuVjFHMmpkSnRQNVYxR0pEcGt1VGp0MTJVdXE0eE5zZEJPZjZaY2V4MEx2c0xXWURCWkNDQjc5OGxIQkpQN0twejJqZGdZYlRTZVJzVkhuMHJYSURkQXhGSDczNnpDZ2ZXZkczTm94RWJoSlFYZEY5ZkRMNWtEczNnJTNEJTNEIiwicHJpY2UiOiIyOTEuODQiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNTAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyNzE4In0=
ASUS KO NVIDIA GeForce RTX 3060 Ti V2 OC                                         ,519.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MTkiLCJuYW1lIjoiQVNVUyBLTyBOVklESUEgR2VGb3JjZSBSVFggMzA2MCBUaSBWMiBPQyIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUNCUVlYTE4iLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5Q0JRWVhMTj9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiZmZqczVHa0YxeTZhSHlTTnNQOCUyRjMyaHpuQ3p4RkVsVHRsc0swUWVTdzVQeU5LWHI4NXZrcDhsaGJKMXF0akhyeHFEcEYydmIlMkZIb0xtNHJoT1JxNlolMkZ1UnBhMzdhNFpvd2dtdzRuMyUyQmhITDAyZjQ0SjgzSFg2dHRYaVNMeXV5Z1pLSTZrRHFyVlM4MU1kNXRGaU02T2clM0QlM0QiLCJwcmljZSI6IjUxOS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA2MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5Mjc1NCJ9
gigabyte 3080 gaming oc V2                                         ,739.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MjMiLCJuYW1lIjoiZ2lnYWJ5dGUgMzA4MCBnYW1pbmcgb2MgVjIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk4VFozUk1aIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOThUWjNSTVo/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImY3ZUZySDVZenJ4UXJkWCUyQmlHJTJCM200b2x5MW9PTCUyQmglMkZGMHFSTTJ1OVBaSXhWVkhOcUYlMkZvVVRsczNSaEZ3WVhhY3FWMjdySWFia0Q1OSUyRmxSbkFielBFb01DU1B6VzdRTGJKaUZHc3N6JTJCQVZyNWQ0NVlaaGtFZGdQT3FKemNSVjBZRFJibTNFNGhLS1lRTXRwWktmMHV3JTNEJTNEIiwicHJpY2UiOiI3MzkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwODAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyNzY1In0=
MSI 3090 Ti Gaming X Trio                                         ,1374.02                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MjQiLCJuYW1lIjoiTVNJIDMwOTAgVGkgR2FtaW5nIFggVHJpbyIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVI5RzU3R0siLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5UjlHNTdHSz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiTEhaJTJCVHFyN0UxMmxFT040clVGMkhUbm5ZWDY2NU9JcE12Y3RQcTZiQ0RsMFZxTk1oMjV5emZtVlU4UFhoQ3FHUlVQaW4yZEVYY3FqU3MzWXR2RTQlMkJvMVpmVyUyRkZ0SFNhUjl2N01yZTVVVTliQzhOdmozV2xWWlUyUldpSmhzaThxMWdvSjlZTmhhbFM4cFNQV0tJNTJ3JTNEJTNEIiwicHJpY2UiOiIxMzc0LjAyIiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDkwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyNzY5In0=
GIGABYTE RTX 3060 Ti Gaming OC 8G (REV2.0) LHR                                         ,499.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MjYiLCJuYW1lIjoiR0lHQUJZVEUgUlRYIDMwNjAgVGkgR2FtaW5nIE9DIDhHIChSRVYyLjApIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUJLQkoxNFciLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5QktCSjE0Vz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiYUNKbWdBR1dPcWolMkJld2NZN3JydVRmRmptRXBPdHU1SU1TUSUyQnRRNGdHalVkWnl6dWxacWMlMkZySG5KZFZacyUyRnYlMkJhYWI3TmtHY2ElMkJyV3YwNU1zNXhpTFp6NDdvWjlFZ1lBSlo4V0dhRFZ0ZkwyQnpwUlNVbG1MdW4xeVFydE9NVnQ1bEF1NjgzYWp6VFZWdDZ3NWVmWWNBJTNEJTNEIiwicHJpY2UiOiI0OTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNjB0aSIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3NzgzODEifQ==
GIGABYTE AORUS 3060 Elite 12G REV2                                         ,469.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MjgiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgMzA2MCBFbGl0ZSAxMkcgUkVWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOTcxOVQ2RlQiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5NzE5VDZGVD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiOGs4M2hzaDJ3NzdaRENmZUU3elUlMkZ4Rk1wcHVYUTY1JTJGelFCNHhzMmtjMUd4Z3lFN0FodlpmN0xuNGhDdUdHYjFQSUprQVY4amJnbjNIeXBJV25JUWJubyUyRjRiQzgzblZOVXNiVHA2V1ZLV3VObkppcEw3U09OVyUyRnRPcmNsQmp2V2ZWcFFpN2hsQ01TaTZjJTJCMGRYMTBtUSUzRCUzRCIsInByaWNlIjoiNDY5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5Mjc5NSJ9
ASUS ROG Strix LC NVIDIA GeForce RTX 3090 Ti OC Edition                                         ,1499.00                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MzEiLCJuYW1lIjoiQVNVUyBST0cgU3RyaXggTEMgTlZJRElBIEdlRm9yY2UgUlRYIDMwOTAgVGkgT0MgRWRpdGlvbiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVdQSlFOM0MiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5V1BKUU4zQz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiMWtwMEZsMThCeTBscjZBVCUyRjF6c1BRc0VsJTJGUVA4dEU3RGdFT3N6MkFoMHFkUERyJTJCbUozNFlmSzFFY3pkcFYlMkZmRThzY2UlMkYza09DZVRqUUFWbEYxcEVtczl0NyUyQnFrYmF3TWF1NjdCVU9sRWx2eHlSS1EwUGYyam5lUk51aiUyQnlNZVZhQmg1QThXakZRRzlQazBweSUyRk1JUSUzRCUzRCIsInByaWNlIjoiMTQ5OS4wMCIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA5MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjgwMCJ9
sapphire rx6800 pulse                                         ,599.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MzMiLCJuYW1lIjoic2FwcGhpcmUgcng2ODAwIHB1bHNlIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA4TlhZQlZEQiIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDhOWFlCVkRCP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJQQkFaSUtkeElDdkpLVWclMkI1elRQT21hN1ZCUG9pMUYyMnhrVXhTdWFCeUdYN0VheFYlMkJKNk80cGhGYlRrN2lKeXElMkJpenQ0amlDNHByc3oycmxScXQ5UzNTWDBRT0JxZ2VtSnJrVzlITEQlMkJsYlByWk1WNFUzRFloeExFcVZ2SXRwdjBRZWd0bHEzUEh2d1FUQ1NROHlWdyUzRCUzRCIsInByaWNlIjoiNTk5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiJyeDY4MDAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyODEzIn0=
EVGA GeForce RTX 3070 XC3 Ultra LHR                                         ,558.85                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MzQiLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDcwIFhDMyBVbHRyYSBMSFIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3UzVaWTdLIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTdTNVpZN0s/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImpiU1JLUEVGazAzN3BPTmFUWFl4dVdBUklRWk5pZUhyUjlaWU8xSSUyRmZNdWI2RVVtYnp4T3EzOUpvdGxvMmxrYXNpTXJwMENRTHFRSiUyQnNhcmkxTkZkZ0ZhZWRhSUtHOFZKM2x6elZ5NzlyeFBMR1lFNlBjYWlaYWxTQklpWWdyNGpMQk9PSGNNJTJCOFhGRCUyRiUyRkNFdVNNRGclM0QlM0QiLCJwcmljZSI6IjU1OC44NSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3OTI4MTQifQ==
EVGA GeForce RTX 3070 Ti XC3 Ultra                                         ,654.04                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MzciLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDcwIFRpIFhDMyBVbHRyYSIsImltYWdlIjoiIiwiYXNpbiI6IkIwOTdaOFlXVzEiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5N1o4WVdXMT9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiY2JCQXUlMkIwc04lMkJ6TkxEWVUlMkZZRE0zdlY2bSUyQjJjR1dUbCUyQlJubTZLaThDemRqcVBqRGhFNmVvMkZiUVM3YWlFQzRPN1dWWUhFTEtGUDVoOEZ0aXlzaEN2a1EwYWZTVkdXVng5ZnA2dEY0Z0xYZ2JvTmhybTVJREQlMkJ2YW5vOEJKZU1yOGd4TjBkS0gzY2pyNjVzS1JPeGt3JTNEJTNEIiwicHJpY2UiOiI2NTQuMDQiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzB0aSIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3OTI4MzgifQ==
ASUS ROG Strix 3080 V2 OC Edition LHR                                         ,798.97                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MzkiLCJuYW1lIjoiQVNVUyBST0cgU3RyaXggMzA4MCBWMiBPQyBFZGl0aW9uIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOURESlRTUFoiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5RERKVFNQWj9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoicGN5JTJCdUdkU3NMSFBKQXY4c0JYbSUyRkFvbk5CRklPZVo2N3BZMWdzNEoyR0ZvWEwzWjFiRzUzRWs2UEtTYVg1Y29tRFNUNzRQczc4eiUyQktnOGRRU1dmTzExTDlQdFIxTE1sanBsVFIlMkJtelZJcjdQa2thUWM4Zk1PRzc0VE9icFQzJTJGTVpYRkRQTTEzTk5ybDFUaDElMkZxUldBJTNEJTNEIiwicHJpY2UiOiI3OTguOTciLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwODAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzc4NDQyIn0=
evga 3090 ftw3 ultra                                         ,1259.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4NDUiLCJuYW1lIjoiZXZnYSAzMDkwIGZ0dzMgdWx0cmEiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDhKNUYzRzE4IiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOEo1RjNHMTg/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImZ6S2ZENWQ5Z0U1WSUyQlFEUVliWkpFelRWR2drcDJkdlJvbEI0THpCRVhDdEZORlAwcm1oNFFqSyUyRmxsSHY4aTdJJTJGWHpEems1Z1FBJTJCMlZJZ0hlcnExT1R0SzQ5MUg3JTJGQXpFOE1JQ3FZTFc0N3dOaFBRUFE3SzR5SkQ0OTl4Q1klMkI2JTJGYjQ2VWNhSkdZJTJGc2sxOHpIM3B0eWclM0QlM0QiLCJwcmljZSI6IjEyNTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwOTAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyODUxIn0=
evga 3090 ftw3 ultra                                         ,1259.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4NDUiLCJuYW1lIjoiZXZnYSAzMDkwIGZ0dzMgdWx0cmEiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDhKNUYzRzE4IiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOEo1RjNHMTg/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImZ6S2ZENWQ5Z0U1WSUyQlFEUVliWkpFelRWR2drcDJkdlJvbEI0THpCRVhDdEZORlAwcm1oNFFqSyUyRmxsSHY4aTdJJTJGWHpEems1Z1FBJTJCMlZJZ0hlcnExT1R0SzQ5MUg3JTJGQXpFOE1JQ3FZTFc0N3dOaFBRUFE3SzR5SkQ0OTl4Q1klMkI2JTJGYjQ2VWNhSkdZJTJGc2sxOHpIM3B0eWclM0QlM0QiLCJwcmljZSI6IjEyNTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwOTAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzc4NDUxIn0=
EVGA RTX 3060 XC Gaming                                         ,424.94                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4NDgiLCJuYW1lIjoiRVZHQSBSVFggMzA2MCBYQyBHYW1pbmciLCJpbWFnZSI6IiIsImFzaW4iOiJCMDhXTTI4UFZIIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOFdNMjhQVkg/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IjJoNGhldHhVbVdFMTdUVGgzcUFPVGFUZE92ZXpUdVNKJTJGNm9ERkExVnllbiUyQkklMkZ6d2lpWGgyR3lCJTJCYzZSNHRScjFudllWYXZJV1VyJTJGekdjbDl6WnE1UWhoZ1NISCUyRnlyaVJiJTJGWUlvU050OEJFMXM1Nll4RGk2UUpRNXp6WXdncWglMkJwblltTlhMMmxudyUyRmQwQ1V5d3ZzdyUzRCUzRCIsInByaWNlIjoiNDI0Ljk0Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5Mjg4MiJ9
msi 3090 ventus 3x                                         ,1194.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4NTIiLCJuYW1lIjoibXNpIDMwOTAgdmVudHVzIDN4IiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA4SFI5RDJKUyIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDhIUjlEMkpTP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJOOWVLaUdkdmhLcU1zV3IyMXpNeG9yQjdSSlIlMkY1b0gweW9KbkFQQU45JTJGMnNGVCUyRkJOdDhpc1VJS0c2QlZBQVJoSTJLQmhJc0x3T2lPeU05Mzd5RUlna2Nxc3lLczdwcHllUSUyQjBKanpLeiUyQk5zcTFwamNSVGFkTXpZdzlramhmTjBUUnpFZVNjUnNuVDhVMmd4WkZQNjB3JTNEJTNEIiwicHJpY2UiOiIxMTk0Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDkwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjkyNCJ9
ASUS Phoenix RTX 3060 V2 LHR                                         ,383.93                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4NTQiLCJuYW1lIjoiQVNVUyBQaG9lbml4IFJUWCAzMDYwIFYyIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUNCUzhaRjMiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5Q0JTOFpGMz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiJTJCTmZ0V3d1TE9mUHVZUzlzNGxXWHcwMGtUaXpxWlVFb2tEbEMzU0hxM1VCZ1FXSWZidENpd2VuJTJCVW4xTXFlQlFOamZKaWUlMkJoQUxhVndwNlJlJTJCMmxzZXVzNyUyRngyYmMyS0hFWmIlMkJkUEhHdU9COHA0RCUyRjFFMzNlWWZpbkxtVW9SRkpqWlUzWGclMkY4OUxadlJXS0xDc0hJUSUzRCUzRCIsInByaWNlIjoiMzgzLjkzIiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjkyOCJ9
