NOM                                         ,PRIX                                         ,LIEN
ZOTAC Gaming 3060 Ti Twin Edge OC                                         ,445.58                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMzAiLCJuYW1lIjoiWk9UQUMgR2FtaW5nIDMwNjAgVGkgVHdpbiBFZGdlIE9DIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5N1lXNEZXOSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk3WVc0Rlc5P3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJSZHpXMk5XVm9JM0VjbVJLUyUyQmYwV2VPMCUyQjNlY2tOWWR6NlclMkJuTHlOUzdyYVJqQml1dXpCVyUyRmVISGpLY3JyY1Rkc3Q1MU1TNVJ0ZFRib0NWdERpYmVhcllXZU10SDVyY0clMkZRZkxzTTh6anB4d2NCYkxuaFB6OUxtaXZsMXNPJTJCN2JhMmZXNWlxSGM2Mk5xRTVxdmdDMVElM0QlM0QiLCJwcmljZSI6IjQ0NS41OCIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA2MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTQ2OSJ9
PowerColor Liquid Devil AMD RX 6950 XT                                         ,1299.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMzMiLCJuYW1lIjoiUG93ZXJDb2xvciBMaXF1aWQgRGV2aWwgQU1EIFJYIDY5NTAgWFQiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlXWEs3TDhKIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVdYSzdMOEo/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IjBzVUZzN0ZyS3AxR1h5TktoRnlVdEZ5dTRHaU9EMVZvWjNJMnNxQk1GNGNSVFh2NyUyQlVGVWclMkJxSHRidzNDcUY5TVN4SjFEUDF3WnVDS2VsRWNDJTJGcTNHUW9ybHdob3RuZmElMkJtUlNTRXd2UEllbE5UJTJCc2FSQmZmS1p6aTlBQTRJRHFSU3pBR3I3RFBWJTJCMFhNWDRQdjc4USUzRCUzRCIsInByaWNlIjoiMTI5OS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoicng2OTUweHQiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5NDg0In0=
MSI Gaming RTX 3060 Ti LHR Ventus 3X                                         ,479.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMzciLCJuYW1lIjoiTVNJIEdhbWluZyBSVFggMzA2MCBUaSBMSFIgVmVudHVzIDNYIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5Qks5WDlLOSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDlCSzlYOUs5P3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJzSk56TFl5UDhwQlA0SUplVWg5JTJGcXVIM2djeDVac0VkQXZnJTJCQ0p3cVpjNGklMkIwU1F2aUN0VDZOcVdmdHZycG1Id1k3Z2FqRFNMSk9BUSUyRkkwY1ptanhMNllIcCUyRmVkNUJJcGtTcyUyQnVYRXZEczZSJTJCbHdjR3ZMWFd2UEFFTXRRbWFFaDU0Nlp4RWJaWDd5SiUyRk1mdkt2cSUyRmclM0QlM0QiLCJwcmljZSI6IjQ3OS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA2MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc3NTEyNyJ9
ASUS TUF RTX 3060 V2 OC LHR                                         ,443.85                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMzkiLCJuYW1lIjoiQVNVUyBUVUYgUlRYIDMwNjAgVjIgT0MgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5ODVWTkQxRyIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk4NVZORDFHP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJhJTJCV0RIR1A0UzN6cVlqUGZnbHViMHhuMyUyRnlncGN5YkdQUjN0RSUyQjVtYTV5RElaT0ElMkJya3Z3TzU2Y2NRdEY4UmlScFpKQ0U4cllZJTJCYndRcUN2SlBBcVZkOEJYTFFXdlNoVGxXeU5qQ3lFckM0JTJCd1pFaVh5eTlYT0d6QVd4VUVCRlhueGxhcDkzTGxLZGxtRU0lMkJ2SyUyQnpRJTNEJTNEIiwicHJpY2UiOiI0NDMuODUiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNjAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5NTQ2In0=
GIGABYTE AORUS 3070 Ti Master                                         ,729.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDEiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgMzA3MCBUaSBNYXN0ZXIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3R01ITkNUIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTdHTUhOQ1Q/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InNLQ3FnU0JGVFRHcm9uN0FmaWNtYTFVR0kyTzZibU1OYXBqaHVGUUlSVkxGMG1uTHdUdWxpMFklMkJzYmgzemRxdkNpUnZMdWVZbHM1NFc2U241OWNBajJaM1BNTng4VzclMkZwM3NZcW50N3dyYkZKRmFxaWY4ejdvZ1o3cXpuYXFoQThadXJQNXloS2dOTVBabTV1Zmw1T1ElM0QlM0QiLCJwcmljZSI6IjcyOS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTU1MyJ9
GIGABYTE AORUS 3070 Ti Master                                         ,729.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDEiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgMzA3MCBUaSBNYXN0ZXIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3R01ITkNUIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTdHTUhOQ1Q/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InNLQ3FnU0JGVFRHcm9uN0FmaWNtYTFVR0kyTzZibU1OYXBqaHVGUUlSVkxGMG1uTHdUdWxpMFklMkJzYmgzemRxdkNpUnZMdWVZbHM1NFc2U241OWNBajJaM1BNTng4VzclMkZwM3NZcW50N3dyYkZKRmFxaWY4ejdvZ1o3cXpuYXFoQThadXJQNXloS2dOTVBabTV1Zmw1T1ElM0QlM0QiLCJwcmljZSI6IjcyOS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTU1MyJ9
GIGABYTE AORUS 3070 Ti Master                                         ,729.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDEiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgMzA3MCBUaSBNYXN0ZXIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3R01ITkNUIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTdHTUhOQ1Q/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InNLQ3FnU0JGVFRHcm9uN0FmaWNtYTFVR0kyTzZibU1OYXBqaHVGUUlSVkxGMG1uTHdUdWxpMFklMkJzYmgzemRxdkNpUnZMdWVZbHM1NFc2U241OWNBajJaM1BNTng4VzclMkZwM3NZcW50N3dyYkZKRmFxaWY4ejdvZ1o3cXpuYXFoQThadXJQNXloS2dOTVBabTV1Zmw1T1ElM0QlM0QiLCJwcmljZSI6IjcyOS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTU1MyJ9
asus 3080 tuf V2                                         ,824.61                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDAiLCJuYW1lIjoiYXN1cyAzMDgwIHR1ZiBWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOTlaQzhIM0ciLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5OVpDOEgzRz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoicEdPWGpIN0hzdzRuT0tCWGxLTURDWWt3RENOd1oyUmY4JTJCVk5QWCUyQlRsU3FZcmtVWFNNeU5UMlBHc2F0YmpRUkwxMDhBUUtIMWcxakROaExjJTJCUnpuZU03NkNLRUZDVWFFbGJlSWRZNFJjSk5sVlBoQU5iUkslMkZSZHMwbmNNc3dPOU5iblBHVFBLdDU5dFNpJTJCdHJNdzB5USUzRCUzRCIsInByaWNlIjoiODI0LjYxIiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTU1MyJ9
XFX Speedster QICK210 Radeon RX 6500XT                                         ,179.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDIiLCJuYW1lIjoiWEZYIFNwZWVkc3RlciBRSUNLMjEwIFJhZGVvbiBSWCA2NTAwWFQiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlROThLUlRHIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVE5OEtSVEc/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Ik80ZmkwYnVDUXRGQ0I1dTJPQ01ibDNSeFRnQnQ2QnR1eG9zTXR0dWpCYUg4OEhqOFFOQlFIdTFqU2dFeDJpMnRTWXlQakJnTVN4TW0lMkJiJTJGUmRaQ2xOY2NmbXZjalkxN2docmtWSmNpU2sxYnR6WW8yRSUyQlYlMkJLZ2hqck5MdEkzdXh6bExYRE9wQ3dieG9RNjY4RjlQbW9BJTNEJTNEIiwicHJpY2UiOiIxNzkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4NjUwMHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTU1OSJ9
GIGABYTE GeForce RTX 3070 Ti Gaming OC                                         ,649.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDMiLCJuYW1lIjoiR0lHQUJZVEUgR2VGb3JjZSBSVFggMzA3MCBUaSBHYW1pbmcgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3RzdSQlNaIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTdHN1JCU1o/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Im5BcU9sV0JzM1JhREx3ZmVMWmRydDNXMGtUV3ZEbXhwVFJiV3g4a2VGUjJKaTJ0bzVEU3ppY21CcU5KcTV2WFJ2dDAlMkZPOE1MVXVQSWc0R2k4TWhOWDFjMEhzWjZWamRQVEZsSmNneGw1SiUyQmgzaFA5OGRPaEpQR2o3Z1lFTlhMVUlPRWZYOFN1dFNDcTF4Zm1hOGw0TEElM0QlM0QiLCJwcmljZSI6IjY0OS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTU4MyJ9
MSI 3090 Ti Gaming X Trio                                         ,1374.02                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDQiLCJuYW1lIjoiTVNJIDMwOTAgVGkgR2FtaW5nIFggVHJpbyIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVI5RzU3R0siLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5UjlHNTdHSz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiQlFoRnlnSTFOTlIlMkJldks1eXZ3MW1qSWxQdWJlRlZUTlZ0djZmN2xUd0JXaiUyRmJZSmFiNjNsaENucTI1amJuJTJGQ2RnSFc5MzElMkZBT0YxYjFnODNLJTJGaHlqTm5kR0NLJTJCNmtKNUwlMkZFeFRsYUZpa0s3RiUyQjlJRHk2MWVWVnJaNHZjJTJGaml3U1BSQmczanBYYjlwalFNMUlUR3dnJTNEJTNEIiwicHJpY2UiOiIxMzc0LjAyIiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDkwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5NTg4In0=
MSI Gaming 3060 Ventus 2X                                         ,441.85                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDUiLCJuYW1lIjoiTVNJIEdhbWluZyAzMDYwIFZlbnR1cyAyWCIsImltYWdlIjoiIiwiYXNpbiI6IkIwOFdQUk1WV0IiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA4V1BSTVZXQj9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiWCUyQmN6T3F6NGJEZXJCUDN4U24weHoxJTJGanZ2eENvVDVuWEtsOTJnYndlbjg2bldObWhmJTJCWGVhTklYcExZUHpYUnVmY0k3cW1jckZ5JTJCd1FXWklDZWJxVmJTOVRBRW5jMUFQWWJPc2Z3a3ptTHpwSE45TDVWNWElMkZ2UGxEZk5kMjRJaTFtJTJGZnBzd0lCdk4yb0g2VFk0U0dRJTNEJTNEIiwicHJpY2UiOiI0NDEuODUiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNjAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5NTg5In0=
ASUS KO NVIDIA GeForce RTX 3060 Ti V2 OC                                         ,519.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNDciLCJuYW1lIjoiQVNVUyBLTyBOVklESUEgR2VGb3JjZSBSVFggMzA2MCBUaSBWMiBPQyIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUNCUVlYTE4iLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5Q0JRWVhMTj9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiaml6JTJGcGd1b0ttQjVJR3ZyWWU5dmV3JTJGUENLcnRvS0ZWeGYxOG0zY001SEl1aU4wRGd4cVM4ZWZFeWlIOTUxS3JobTJWSVluanBIMFNYYXMlMkZkN1RqUnJpQm1XSmc0bVdjZXdWNjNvZENkYThYZGxwR2t3MW1kajI3VVNqcTI1cFFqOFV3SlNuRmx2RW5iNVpnTnBycXZRJTNEJTNEIiwicHJpY2UiOiI1MTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNjB0aSIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3NzUxOTQifQ==
EVGA GeForce RTX 3070 Ti XC3 Ultra                                         ,654.04                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNTQiLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDcwIFRpIFhDMyBVbHRyYSIsImltYWdlIjoiIiwiYXNpbiI6IkIwOTdaOFlXVzEiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5N1o4WVdXMT9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiTmJINnhuVEw2JTJCU3RwUHZJJTJCbGVWOTM1ZnowYlFXNUZ6Wk9kRVVhYVJlSkh4YVBDYk42TXZ1JTJGcWtlTWlMJTJCQiUyQnJYb2JqUnZXUDBMMVh0aDlYTDU3VG11M25FdXp5b1hlZWRJMDVDU0E4WGV0NlFXd3h3WGVoUllIQVdwQWNGJTJCNiUyRlIzTFpHS3EwREg1ZzRyUFgxbUpEVVElM0QlM0QiLCJwcmljZSI6IjY1NC4wNCIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTY0OSJ9
gigabyte 3080 gaming oc V2                                         ,739.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNTciLCJuYW1lIjoiZ2lnYWJ5dGUgMzA4MCBnYW1pbmcgb2MgVjIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk4VFozUk1aIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOThUWjNSTVo/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IkNNT0tIa2NzTGVnd05SYXFmMWhkcTFqVDNkTTY1SyUyQk8lMkZtYVRoOE5nZiUyQjZjUHUlMkZQRktCdGVWa2trVVppRkNlNVdCOE9hZ0xXRVNBU09xODlOZWpxdEJYNW9Dd2l2UE5SNlRqQjQ3N3hJRjdEc1dtREg1TjYzNnhkUFJlT3Bvbkh6TXFrOW1tWGlPYlY1UnJLTCUyQkd0OGclM0QlM0QiLCJwcmljZSI6IjczOS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA4MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODk2NzYifQ==
GIGABYTE AORUS 3060 Elite 12G REV2                                         ,469.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNjEiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgMzA2MCBFbGl0ZSAxMkcgUkVWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOTcxOVQ2RlQiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5NzE5VDZGVD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiUnQ0RjdIdWUwZ295VGhHRDElMkYlMkZoNHp1cHlUcDVEeklWWllycm5mbU1leDNrRE5QMlVvYnp3aEdoY3V2c3E3d3lnRzI4TzBFYTJycjl0eWd1Z1hwdE9ydE0wNFFkU0VaYnJKTURmJTJGREdud2lJbTZHN0VYNHFNOSUyRldLTDRxQ0JpTVkzYWhCUktodUtxV2JlZiUyRk5RJTJGYjNBJTNEJTNEIiwicHJpY2UiOiI0NjkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNjAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5NjkyIn0=
gigabyte 3070 gaming oc REV2                                         ,574.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNjMiLCJuYW1lIjoiZ2lnYWJ5dGUgMzA3MCBnYW1pbmcgb2MgUkVWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOThRNE00V0giLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5OFE0TTRXSD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiR0JIQU9KUDVpd05BSWtwYlpTSlVQS1poVFo0bTBSSmJLT3RrOGU1eWVuSGUlMkYlMkZlcTNOVjlpWFZHdjc4MFlFYVJwMllKN0tGQk9YTyUyQm5ZeGElMkY1JTJGNWlWYVYxQnhsJTJCbzhRYlE4V3BzTyUyRkwzVHVDZTFuN3pWTmtodkdGZGpzVm53aXZlTSUyQk9CeGxsV2hwQlBIYnpUQ2xQZyUzRCUzRCIsInByaWNlIjoiNTc0Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDcwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTY5NSJ9
gigabyte 3070 gaming oc REV2                                         ,574.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzNjMiLCJuYW1lIjoiZ2lnYWJ5dGUgMzA3MCBnYW1pbmcgb2MgUkVWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOThRNE00V0giLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5OFE0TTRXSD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiR0JIQU9KUDVpd05BSWtwYlpTSlVQS1poVFo0bTBSSmJLT3RrOGU1eWVuSGUlMkYlMkZlcTNOVjlpWFZHdjc4MFlFYVJwMllKN0tGQk9YTyUyQm5ZeGElMkY1JTJGNWlWYVYxQnhsJTJCbzhRYlE4V3BzTyUyRkwzVHVDZTFuN3pWTmtodkdGZGpzVm53aXZlTSUyQk9CeGxsV2hwQlBIYnpUQ2xQZyUzRCUzRCIsInByaWNlIjoiNTc0Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDcwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTY5NSJ9
ASUS KO NVIDIA RTX 3070 V2 OC Edition LHR                                         ,624.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NTAiLCJuYW1lIjoiQVNVUyBLTyBOVklESUEgUlRYIDMwNzAgVjIgT0MgRWRpdGlvbiBMSFIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlDQzM2WFhDIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOUNDMzZYWEM/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Ik9BbnVnRjQ2b2V6dmk1JTJGa2dlMkRSSm85WjlGeUh6eGt4ZzZvMGQwekQyVmJzbnJRWCUyQktIOVVteHo0bnl5NHJVWSUyQlVIczR1VTFEVURldUlON2htekpOQ0k0ZGIydmQwTnlqJTJCc0swdVElMkJVOFc0OWk1ODlWdVpJVDNyMmhHUnZ6Wlp2RmZlYVlpRDR2bGR0Rk5Lc21FcFElM0QlM0QiLCJwcmljZSI6IjYyNC45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3OTIxOTkifQ==
gigabyte 3070 gaming oc REV2                                         ,574.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NTUiLCJuYW1lIjoiZ2lnYWJ5dGUgMzA3MCBnYW1pbmcgb2MgUkVWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOThRNE00V0giLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5OFE0TTRXSD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiTVZYUGx0WkVVeFJHYk4zRUhHZHNUczM1QzlMZVgybzFscTYxN1VrTHBOSXNSZWJuN3E2SEVzcW50a0VpNWd5MzdFTiUyQm1zNCUyRjJJTDZTN3dqQzc5ZFpMN3pwcDZ1ZCUyRlVWa05lZ3ZheFQyNzJZZGNFYlVUcEJyV2ZNNXVRNmM0Q1BGWVAwUG5XRGtWZXdMa2hWQ1d5RW5RJTNEJTNEIiwicHJpY2UiOiI1NzQuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyMjI5In0=
